,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1119,3,Unidade da Federação,23,Mil dúzias,13079,29,Bahia,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1120,3,Unidade da Federação,24,Cabeças,2949064,29,Bahia,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1121,3,Unidade da Federação,23,Mil dúzias,16326,29,Bahia,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1122,3,Unidade da Federação,23,Mil dúzias,14116,29,Bahia,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1123,3,Unidade da Federação,24,Cabeças,3403660,29,Bahia,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1124,3,Unidade da Federação,23,Mil dúzias,18042,29,Bahia,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1125,3,Unidade da Federação,23,Mil dúzias,16000,29,Bahia,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1126,3,Unidade da Federação,24,Cabeças,14420893,31,Minas Gerais,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1127,3,Unidade da Federação,23,Mil dúzias,69798,31,Minas Gerais,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1128,3,Unidade da Federação,,,...,31,Minas Gerais,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1129,3,Unidade da Federação,24,Cabeças,13856239,31,Minas Gerais,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1130,3,Unidade da Federação,23,Mil dúzias,71855,31,Minas Gerais,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1131,3,Unidade da Federação,,,...,31,Minas Gerais,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1132,3,Unidade da Federação,24,Cabeças,14333154,31,Minas Gerais,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1133,3,Unidade da Federação,23,Mil dúzias,74349,31,Minas Gerais,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1134,3,Unidade da Federação,,,...,31,Minas Gerais,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1135,3,Unidade da Federação,24,Cabeças,14132376,31,Minas Gerais,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1136,3,Unidade da Federação,23,Mil dúzias,73359,31,Minas Gerais,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1137,3,Unidade da Federação,,,...,31,Minas Gerais,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1138,3,Unidade da Federação,24,Cabeças,14030980,31,Minas Gerais,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1139,3,Unidade da Federação,23,Mil dúzias,72053,31,Minas Gerais,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1140,3,Unidade da Federação,,,...,31,Minas Gerais,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1141,3,Unidade da Federação,24,Cabeças,14010933,31,Minas Gerais,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1142,3,Unidade da Federação,23,Mil dúzias,73193,31,Minas Gerais,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1143,3,Unidade da Federação,,,...,31,Minas Gerais,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1144,3,Unidade da Federação,24,Cabeças,14201286,31,Minas Gerais,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1145,3,Unidade da Federação,23,Mil dúzias,78357,31,Minas Gerais,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1146,3,Unidade da Federação,,,...,31,Minas Gerais,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1147,3,Unidade da Federação,24,Cabeças,13793814,31,Minas Gerais,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1148,3,Unidade da Federação,23,Mil dúzias,78938,31,Minas Gerais,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1149,3,Unidade da Federação,,,...,31,Minas Gerais,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1150,3,Unidade da Federação,24,Cabeças,13789144,31,Minas Gerais,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1151,3,Unidade da Federação,23,Mil dúzias,75726,31,Minas Gerais,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1152,3,Unidade da Federação,,,...,31,Minas Gerais,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1153,3,Unidade da Federação,24,Cabeças,14127568,31,Minas Gerais,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1154,3,Unidade da Federação,23,Mil dúzias,78214,31,Minas Gerais,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1155,3,Unidade da Federação,,,...,31,Minas Gerais,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1156,3,Unidade da Federação,24,Cabeças,14360564,31,Minas Gerais,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1157,3,Unidade da Federação,23,Mil dúzias,80311,31,Minas Gerais,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1158,3,Unidade da Federação,,,...,31,Minas Gerais,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1159,3,Unidade da Federação,24,Cabeças,14479227,31,Minas Gerais,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1160,3,Unidade da Federação,23,Mil dúzias,82816,31,Minas Gerais,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1161,3,Unidade da Federação,,,...,31,Minas Gerais,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1162,3,Unidade da Federação,24,Cabeças,14544319,31,Minas Gerais,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1163,3,Unidade da Federação,23,Mil dúzias,81326,31,Minas Gerais,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1164,3,Unidade da Federação,23,Mil dúzias,71804,31,Minas Gerais,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1165,3,Unidade da Federação,24,Cabeças,14521711,31,Minas Gerais,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1166,3,Unidade da Federação,23,Mil dúzias,80947,31,Minas Gerais,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1167,3,Unidade da Federação,23,Mil dúzias,72022,31,Minas Gerais,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1168,3,Unidade da Federação,24,Cabeças,14391112,31,Minas Gerais,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1169,3,Unidade da Federação,23,Mil dúzias,82711,31,Minas Gerais,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1170,3,Unidade da Federação,23,Mil dúzias,73907,31,Minas Gerais,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1171,3,Unidade da Federação,24,Cabeças,14107634,31,Minas Gerais,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1172,3,Unidade da Federação,23,Mil dúzias,82963,31,Minas Gerais,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1173,3,Unidade da Federação,23,Mil dúzias,73940,31,Minas Gerais,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1174,3,Unidade da Federação,24,Cabeças,15326917,31,Minas Gerais,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1175,3,Unidade da Federação,23,Mil dúzias,85843,31,Minas Gerais,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1176,3,Unidade da Federação,23,Mil dúzias,75094,31,Minas Gerais,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1177,3,Unidade da Federação,24,Cabeças,15719985,31,Minas Gerais,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1178,3,Unidade da Federação,23,Mil dúzias,88643,31,Minas Gerais,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1179,3,Unidade da Federação,23,Mil dúzias,77675,31,Minas Gerais,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1180,3,Unidade da Federação,24,Cabeças,15560363,31,Minas Gerais,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1181,3,Unidade da Federação,23,Mil dúzias,89754,31,Minas Gerais,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1182,3,Unidade da Federação,23,Mil dúzias,77824,31,Minas Gerais,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1183,3,Unidade da Federação,24,Cabeças,15505072,31,Minas Gerais,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1184,3,Unidade da Federação,23,Mil dúzias,93712,31,Minas Gerais,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1185,3,Unidade da Federação,23,Mil dúzias,81761,31,Minas Gerais,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1186,3,Unidade da Federação,24,Cabeças,15175040,31,Minas Gerais,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1187,3,Unidade da Federação,23,Mil dúzias,90155,31,Minas Gerais,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1188,3,Unidade da Federação,23,Mil dúzias,78919,31,Minas Gerais,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1189,3,Unidade da Federação,24,Cabeças,14981998,31,Minas Gerais,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1190,3,Unidade da Federação,23,Mil dúzias,82898,31,Minas Gerais,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1191,3,Unidade da Federação,23,Mil dúzias,71837,31,Minas Gerais,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1192,3,Unidade da Federação,24,Cabeças,15630792,31,Minas Gerais,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1193,3,Unidade da Federação,23,Mil dúzias,91066,31,Minas Gerais,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1194,3,Unidade da Federação,23,Mil dúzias,79369,31,Minas Gerais,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1195,3,Unidade da Federação,24,Cabeças,15461609,31,Minas Gerais,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1196,3,Unidade da Federação,23,Mil dúzias,87601,31,Minas Gerais,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1197,3,Unidade da Federação,23,Mil dúzias,75012,31,Minas Gerais,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1198,3,Unidade da Federação,24,Cabeças,15971276,31,Minas Gerais,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1199,3,Unidade da Federação,23,Mil dúzias,88518,31,Minas Gerais,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1200,3,Unidade da Federação,23,Mil dúzias,75592,31,Minas Gerais,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1201,3,Unidade da Federação,24,Cabeças,10911261,32,Espírito Santo,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1202,3,Unidade da Federação,23,Mil dúzias,58331,32,Espírito Santo,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1203,3,Unidade da Federação,,,...,32,Espírito Santo,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1204,3,Unidade da Federação,24,Cabeças,11268553,32,Espírito Santo,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1205,3,Unidade da Federação,23,Mil dúzias,60860,32,Espírito Santo,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1206,3,Unidade da Federação,,,...,32,Espírito Santo,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1207,3,Unidade da Federação,24,Cabeças,11426967,32,Espírito Santo,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1208,3,Unidade da Federação,23,Mil dúzias,62454,32,Espírito Santo,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1209,3,Unidade da Federação,,,...,32,Espírito Santo,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1210,3,Unidade da Federação,24,Cabeças,11634629,32,Espírito Santo,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1211,3,Unidade da Federação,23,Mil dúzias,63539,32,Espírito Santo,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1212,3,Unidade da Federação,,,...,32,Espírito Santo,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1213,3,Unidade da Federação,24,Cabeças,11641101,32,Espírito Santo,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
